include;verbatimScientificName;AphiaID;Match.type;ScientificName;Taxon.status;ScientificName_accepted;Kingdom;Group;Phylum;Class;Order;Family;Synonyms.included
YES;Lepidochaetus;371012;exact;Lepidochaetus;accepted;Lepidochaetus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Lepidodermella;114432;exact;Lepidodermella;accepted;Lepidodermella;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Polymerurus;114434;exact;Polymerurus;accepted;Polymerurus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Rhomballichthys;265022;exact;Rhomballichthys;accepted;Rhomballichthys;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Undula;265039;exact;Undula;accepted;Undula;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Chaetonotidae;
YES;Setopus;371013;exact;Setopus;accepted;Setopus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Anacanthoderma;264955;exact;Anacanthoderma;accepted;Anacanthoderma;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Dasydytes;264979;exact;Dasydytes;accepted;Dasydytes;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Haltidytes;264990;exact;Haltidytes;accepted;Haltidytes;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Ornamentula;265007;exact;Ornamentula;accepted;Ornamentula;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Stylochaeta;265032;exact;Stylochaeta;accepted;Stylochaeta;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dasydytidae;
YES;Dichaetura;264980;exact;Dichaetura;accepted;Dichaetura;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Dichaeturidae;
YES;Diuronotus;247793;exact;Diuronotus;accepted;Diuronotus;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Muselliferidae;
YES;Musellifer;114433;exact;Musellifer;accepted;Musellifer;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Muselliferidae;
YES;Neodasys;114435;exact;Neodasys;accepted;Neodasys;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Neodasyidae;
YES;Kijanebalola;264992;exact;Kijanebalola;accepted;Kijanebalola;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Neogosseidae;
YES;Neogossea;265004;exact;Neogossea;accepted;Neogossea;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Neogosseidae;
YES;Proichthydioides;265016;exact;Proichthydioides;accepted;Proichthydioides;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Proichthydiidae;
YES;Proichthydium;265017;exact;Proichthydium;accepted;Proichthydium;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Proichthydiidae;
YES;Draculiciteria;114436;exact;Draculiciteria;accepted;Draculiciteria;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Xenotrichulidae;
YES;Heteroxenotrichula;114437;exact;Heteroxenotrichula;accepted;Heteroxenotrichula;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Xenotrichulidae;
YES;Xenotrichula;114438;exact;Xenotrichula;accepted;Xenotrichula;Animalia;Gastrotricha;Gastrotricha;;Chaetonotida;Xenotrichulidae;
YES;Cephalodasys;114443;exact;Cephalodasys;accepted;Cephalodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Cephalodasyidae;
YES;Dolichodasys;114444;exact;Dolichodasys;accepted;Dolichodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Cephalodasyidae;
YES;Mesodasys;114447;exact;Mesodasys;accepted;Mesodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Cephalodasyidae;
YES;Paradasys;114448;exact;Paradasys;accepted;Paradasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Cephalodasyidae;
YES;Pleurodasys;114449;exact;Pleurodasys;accepted;Pleurodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Cephalodasyidae;
YES;Dactylopodola;114440;exact;Dactylopodola;accepted;Dactylopodola;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Dactylopodolidae;as Dactylopodalia
YES;Dendrodasys;114441;exact;Dendrodasys;accepted;Dendrodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Dactylopodolidae;
YES;Dendropodola;114442;exact;Dendropodola;accepted;Dendropodola;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Dactylopodolidae;
YES;Hummondasys;816600;exact;Hummondasys;accepted;Hummondasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Hummondasyidae;
YES;Lepidodasys;114445;exact;Lepidodasys;accepted;Lepidodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Lepidodasyidae;
YES;Marinellina;264998;exact;Marinellina;accepted;Marinellina;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Macrodasyida incertae sedis;
YES;Kryptodasys;1348843;exact;Kryptodasys;accepted;Kryptodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Macrodasyidae;
YES;Macrodasys;114451;exact;Macrodasys;accepted;Macrodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Macrodasyidae;
YES;Thaidasys;851570;exact;Thaidasys;accepted;Thaidasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Macrodasyidae;
YES;Urodasys;114452;exact;Urodasys;accepted;Urodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Macrodasyidae;
YES;Crasiella;114453;exact;Crasiella;accepted;Crasiella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Planodasyidae;
YES;Megadasys;114446;exact;Megadasys;accepted;Megadasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Planodasyidae;as Thiodasys
YES;Planodasys;154568;exact;Planodasys;accepted;Planodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Planodasyidae;
YES;Anandrodasys;608025;exact;Anandrodasys;accepted;Anandrodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Redudasyidae;
YES;Redudasys;265021;exact;Redudasys;accepted;Redudasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Redudasyidae;
YES;Acanthodasys;114454;exact;Acanthodasys;accepted;Acanthodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Diplodasys;114455;exact;Diplodasys;accepted;Diplodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Hemidasys;114456;exact;Hemidasys;accepted;Hemidasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Oregodasys;371015;exact;Oregodasys;accepted;Oregodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;as Platydasys
YES;Pseudostomella;114458;exact;Pseudostomella;accepted;Pseudostomella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Ptychostomella;114459;exact;Ptychostomella;accepted;Ptychostomella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Tetranchyroderma;114460;exact;Tetranchyroderma;accepted;Tetranchyroderma;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Thaumastoderma;114461;exact;Thaumastoderma;accepted;Thaumastoderma;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Thaumastodermatidae;
YES;Desmodasys;114462;exact;Desmodasys;accepted;Desmodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Dinodasys;114463;exact;Dinodasys;accepted;Dinodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Paraturbanella;114464;exact;Paraturbanella;accepted;Paraturbanella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Prostobuccantia;265018;exact;Prostobuccantia;accepted;Prostobuccantia;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Pseudoturbanella;114465;exact;Pseudoturbanella;accepted;Pseudoturbanella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Turbanella;114466;exact;Turbanella;accepted;Turbanella;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Turbanellidae;
YES;Chordodasiopsis;264968;exact;Chordodasiopsis;accepted;Chordodasiopsis;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Xenodasyidae;
YES;Xenodasys;114439;exact;Xenodasys;accepted;Xenodasys;Animalia;Gastrotricha;Gastrotricha;;Macrodasyida;Xenodasyidae;
YES;Kinorhynchus;101088;exact;Kinorhynchus;accepted;Kinorhynchus;Animalia;Kinorhyncha;Kinorhyncha;Allomalorhagida;Allomalorhagida incertae sedis;Pycnophyidae;
YES;Pycnophyes;101089;exact;Pycnophyes;accepted;Pycnophyes;Animalia;Kinorhyncha;Kinorhyncha;Allomalorhagida;Allomalorhagida incertae sedis;Pycnophyidae;
YES;Cateria;264963;exact;Cateria;accepted;Cateria;Animalia;Kinorhyncha;Kinorhyncha;Allomalorhagida;Anomoirhaga;Cateriidae;
YES;Echinoderes;101084;exact;Echinoderes;accepted;Echinoderes;Animalia;Kinorhyncha;Kinorhyncha;Cyclorhagida;Echinorhagata;Echinoderidae;as Echinoderella
YES;Centroderes;101082;exact;Centroderes;accepted;Centroderes;Animalia;Kinorhyncha;Kinorhyncha;Cyclorhagida;Kentrorhagata;Centroderidae;
YES;Condyloderes;101083;exact;Condyloderes;accepted;Condyloderes;Animalia;Kinorhyncha;Kinorhyncha;Cyclorhagida;Kentrorhagata;Centroderidae;
NO;Macoma;138531;exact;Macoma;accepted;Macoma;Animalia;Mollusca;Mollusca;Bivalvia;Cardiida;Tellinidae;
NO;Mytilus;138228;exact;Mytilus;accepted;Mytilus;Animalia;Mollusca;Mollusca;Bivalvia;Mytilida;Mytilidae;
NO;Heleobia;138080;exact;Heleobia;accepted;Heleobia;Animalia;Mollusca;Mollusca;Gastropoda;Littorinimorpha;Cochliopidae;
YES;Apodontium;227192;exact;Apodontium;accepted;Apodontium;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Ascolaimus;2415;exact;Ascolaimus;accepted;Ascolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Axonolaimus;2416;exact;Axonolaimus;accepted;Axonolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Namibnema;227515;exact;Namibnema;accepted;Namibnema;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Nicascolaimus;227193;exact;Nicascolaimus;accepted;Nicascolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Odontophora;2418;exact;Odontophora;accepted;Odontophora;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Odontophoroides;2419;exact;Odontophoroides;accepted;Odontophoroides;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Parascolaimus;227196;exact;Parascolaimus;accepted;Parascolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Parodontophora;2420;exact;Parodontophora;accepted;Parodontophora;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Pseudolella;2421;exact;Pseudolella;accepted;Pseudolella;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Synodontium;2422;exact;Synodontium;accepted;Synodontium;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Axonolaimidae;
YES;Comesoma;2426;exact;Comesoma;accepted;Comesoma;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Dorylaimopsis;2428;exact;Dorylaimopsis;accepted;Dorylaimopsis;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Hopperia;2429;exact;Hopperia;accepted;Hopperia;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Laimella;2431;exact;Laimella;accepted;Laimella;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Metacomesoma;156844;exact;Metacomesoma;accepted;Metacomesoma;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Paracomesoma;2427;exact;Paracomesoma;accepted;Paracomesoma;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Paramesonchium;153218;exact;Paramesonchium;accepted;Paramesonchium;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Pierrickia;2432;exact;Pierrickia;accepted;Pierrickia;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Sabatieria;2433;exact;Sabatieria;accepted;Sabatieria;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;as Actarjania
YES;Setosabatieria;2434;exact;Setosabatieria;accepted;Setosabatieria;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Vasostoma;227195;exact;Vasostoma;accepted;Vasostoma;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Comesomatidae;
YES;Araeolaimus;2436;exact;Araeolaimus;accepted;Araeolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Diplopeltidae;
YES;Campylaimus;2437;exact;Campylaimus;accepted;Campylaimus;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Diplopeltidae;
YES;Diplopeltula;2439;exact;Diplopeltula;taxon inquirendum;Diplopeltula;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Diplopeltidae;
YES;Southerniella;2443;exact;Southerniella;accepted;Southerniella;Animalia;Nematoda;Nematoda;Chromadorea;Araeolaimida;Diplopeltidae;
YES;Euchromadora;2286;exact;Euchromadora;accepted;Euchromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Acantholaimus;2303;exact;Acantholaimus;accepted;Acantholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Actinonema;2283;exact;Actinonema;accepted;Actinonema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Atrochromadora;2276;exact;Atrochromadora;accepted;Atrochromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Chromadora;2277;exact;Chromadora;accepted;Chromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Chromadorella;2278;exact;Chromadorella;accepted;Chromadorella;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Chromadorita;2294;exact;Chromadorita;accepted;Chromadorita;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Denticulella;2296;exact;Denticulella;accepted;Denticulella;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Dichromadora;2297;exact;Dichromadora;accepted;Dichromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Endeolophos;227169;exact;Endeolophos;accepted;Endeolophos;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Graphonema;2287;exact;Graphonema;accepted;Graphonema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Hypodontolaimus;2298;exact;Hypodontolaimus;accepted;Hypodontolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Innocuonema;2299;exact;Innocuonema;accepted;Innocuonema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Neochromadora;2300;exact;Neochromadora;accepted;Neochromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Nygmatonchus;227170;exact;Nygmatonchus;accepted;Nygmatonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Parachromadorita;227171;exact;Parachromadorita;accepted;Parachromadorita;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Parapinnanema;2288;exact;Parapinnanema;accepted;Parapinnanema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Prochromadora;2280;exact;Prochromadora;accepted;Prochromadora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Prochromadorella;2281;exact;Prochromadorella;accepted;Prochromadorella;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Ptycholaimellus;2301;exact;Ptycholaimellus;accepted;Ptycholaimellus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Rhips;2290;exact;Rhips;accepted;Rhips;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Spiliphera;2304;exact;Spiliphera;accepted;Spiliphera;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Spilophorella;2302;exact;Spilophorella;accepted;Spilophorella;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Steineridora;2291;exact;Steineridora;accepted;Steineridora;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Timmia;227205;exact;Timmia;accepted;Timmia;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Trochamus;2292;exact;Trochamus;accepted;Trochamus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Chromadoridae;
YES;Pomponema;2318;exact;Pomponema;accepted;Pomponema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;as Parapomponema, Propomponema
YES;Acanthonchus;2319;exact;Acanthonchus;accepted;Acanthonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Cyatholaimus;2308;exact;Cyatholaimus;accepted;Cyatholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Craspodema;227454;exact;Kraspedonema;accepted;Craspodema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;as Kraspedonema
YES;Longicyatholaimus;2309;exact;Longicyatholaimus;accepted;Longicyatholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Marylynnia;834500;exact;Marylynnia;accepted;Marylynnia;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Metacyatholaimus;2311;exact;Metacyatholaimus;accepted;Metacyatholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Nannolaimoides;2316;exact;Nannolaimoides;accepted;Nannolaimoides;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Paracanthonchus;2320;exact;Paracanthonchus;accepted;Paracanthonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Paracyatholaimoides;2321;exact;Paracyatholaimoides;accepted;Paracyatholaimoides;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Paracyatholaimus;2322;exact;Paracyatholaimus;accepted;Paracyatholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Paralongicyatholaimus;2312;exact;Paralongicyatholaimus;accepted;Paralongicyatholaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Praeacanthonchus;2313;exact;Praeacanthonchus;accepted;Praeacanthonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;as Praecanthonchus
YES;Xyzzors;227223;exact;Xyzzors;accepted;Xyzzors;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Cyatholaimidae;
YES;Comesa;227501;exact;Comesa;accepted;Comesa;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Ethmolaimus;2323;exact;Ethmolaimus;accepted;Ethmolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Filitonchus;153208;exact;Filitonchus;accepted;Filitonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Gomphionema;160854;exact;Gomphionema;accepted;Gomphionema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Nannolaimus;2317;exact;Nannolaimus;accepted;Nannolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Neotonchus;2325;exact;Neotonchus;accepted;Neotonchus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Paraethmolaimus;227502;exact;Paraethmolaimus;accepted;Paraethmolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Ethmolaimidae;
YES;Choanolaimus;2327;exact;Choanolaimus;accepted;Choanolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Choniolaimus;2328;exact;Choniolaimus;accepted;Choniolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Gammanema;2331;exact;Gammanema;accepted;Gammanema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Halichoanolaimus;2332;exact;Halichoanolaimus;accepted;Halichoanolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Kosswigonema;227221;exact;Kosswigonema;accepted;Kosswigonema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Latronema;2333;exact;Latronema;accepted;Latronema;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Synonchiella;2335;exact;Synonchiella;accepted;Synonchiella;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Synonchium;2336;exact;Synonchium;accepted;Synonchium;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;Selachinematidae;
YES;Chromadorina;2144;exact;Chromadorina;accepted;Chromadorina;Animalia;Nematoda;Nematoda;Chromadorea;Chromadorida;;
YES;Aponchium;227178;exact;Aponchium;accepted;Aponchium;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Aponchiidae;
YES;Synonema;2362;exact;Synonema;accepted;Synonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Aponchiidae;
YES;Acanthopharynx;2338;exact;Acanthopharynx;accepted;Acanthopharynx;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Bolbonema;888494;exact;Bolbonema;accepted;Bolbonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Bradylaimus;868986;exact;Bradylaimus;accepted;Bradylaimus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Catanema;227499;exact;Catanema;accepted;Catanema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Chromaspirina;2345;exact;Chromaspirina;accepted;Chromaspirina;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Croconema;853821;exact;Croconema;accepted;Croconema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Desmodora;2339;exact;Desmodora;accepted;Desmodora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Desmodorella;853823;exact;Desmodorella;accepted;Desmodorella;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Echinodesmodora;227235;exact;Echinodesmodora;accepted;Echinodesmodora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Eubostrichus;2351;exact;Eubostrichus;accepted;Eubostrichus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Leptonemella;2353;exact;Leptonemella;accepted;Leptonemella;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Metachromadora;2346;exact;Metachromadora;accepted;Metachromadora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Metadesmodora;2340;exact;Metadesmodora;accepted;Metadesmodora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Molgolaimus;2343;exact;Molgolaimus;accepted;Molgolaimus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Onyx;2597;exact;Onyx;accepted;Onyx;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Paradesmodora;2341;exact;Paradesmodora;accepted;Paradesmodora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Polysigma;2347;exact;Polysigma;accepted;Polysigma;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Psammonema;227236;exact;Psammonema;accepted;Psammonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Pseudochromadora;227486;exact;Pseudochromadora;accepted;Pseudochromadora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Pseudonchus;2344;exact;Pseudonchus;accepted;Pseudonchus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Robbea;227226;exact;Robbea;accepted;Robbea;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Sigmophoranema;2349;exact;Sigmophoranema;taxon inquirendum;Sigmophoranema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Spirinia;2350;exact;Spirinia;accepted;Spirinia;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;as Spirina
YES;Stygodesmodora;153402;exact;Stygodesmodora;accepted;Stygodesmodora;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Zalonema;227494;exact;Zalonema;accepted;Zalonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Desmodoridae;
YES;Dracognomus;2356;exact;Dracognomus;accepted;Dracognomus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Draconematidae;
YES;Dracograllus;227238;exact;Dracograllus;accepted;Dracograllus;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Draconematidae;
YES;Paradraconema;2355;exact;Paradraconema;accepted;Paradraconema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Draconematidae;
YES;Epsilonema;2360;exact;Epsilonema;accepted;Epsilonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Epsilonematidae;
YES;Metepsilonema;2361;exact;Metepsilonema;accepted;Metepsilonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Epsilonematidae;
YES;Perepsilonema;153344;exact;Perepsilonema;accepted;Perepsilonema;Animalia;Nematoda;Nematoda;Chromadorea;Desmodorida;Epsilonematidae;
